พื้นที่,เนื้อที่ปลูก,ผลผลิต
หญ้าเลี้ยงสัตว์,20,"78,070.00"
พืชผัก,308,"412,823.00"
ขมิ้น,16,"24,000.00"
ข้าวโพดหวาน,23,"20,180.00"
ชะอม,22,"30,289.00"
แตงกวา,19,"21,160.00"
แตงโมเนื้อ,16,"70,000.00"
ผักกวางตุ้ง,16,"7,640.00"
ผักกาดขาวปลี,14,"8,588.00"
ผักหวาน,40,"50,933.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),68,"98,726.00"
มะเขือเปราะ,59,"79,467.00"
ผักอื่นๆ,15,"1,840.00"
เชียรใหญ่,"21,655.00","432,800.00"
ข้าว,"20,558.00",0
ข้าวนาปี,"20,558.00",0
พืชไร่,62,0
อ้อยเคี้ยว,2,0
พืชไร่อื่นๆ,60,0
พืชผัก,"1,035.00","432,800.00"
แตงโมเนื้อ,65,"425,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),812,"7,800.00"
พริกขี้หนูเม็ดใหญ่,136,0
มะเขือเปราะ,22,0
ชะอวด,"9,146.00","1,091,360.00"
ข้าว,"8,136.00",0
ข้าวนาปี,"8,136.00",0
พืชไร่,165,"169,600.00"
พืชไร่อื่นๆ,165,"169,600.00"
พืชผัก,845,"921,760.00"
แตงโมเนื้อ,83,"742,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),762,"179,760.00"
ท่าศาลา,"3,541.00","1,991,405.00"
ข้าว,"1,624.00","280,000.00"
ข้าวนาปี,"1,624.00","280,000.00"
พืชไร่,281,"2,700.00"
ยาสูบ,278,"2,100.00"
มันขี้หนู,3,600
พืชผัก,"1,636.00","1,708,705.00"
ข้าวโพดรับประทานฝักสด,910,"947,000.00"
แตงโมเนื้อ,455,"646,000.00"
พริกขี้หนูเม็ดใหญ่,271,"115,705.00"
ทุ่งสง,"2,026.25","3,690,295.00"
ข้าว,550,"124,250.00"
ข้าวไร่,550,"124,250.00"
พืชไร่,407,"163,400.00"
ถั่วปันหยี(ถั่วหรั่ง),407,"163,400.00"
พืชผัก,"1,069.25","3,402,645.00"
ข้าวโพดรับประทานฝักสด,268.5,"1,248,110.00"
คะน้า,22.5,"67,325.00"
ตะไคร้,200.5,"528,570.00"
แตงกวา,41.25,"133,865.00"
แตงโมเนื้อ,14,"89,820.00"
ถั่วฝักยาว,129.75,"533,790.00"
ผักกวางตุ้ง,20,"53,720.00"
ผักกาดขาวปลี,26.75,"139,480.00"
ผักบุ้งจีน,24.5,"83,850.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),317.25,"515,510.00"
เห็ดนางฟ้า,4.25,"8,605.00"
นาบอน,649,"562,915.00"
พืชผัก,649,"562,915.00"
แตงกวา,225,"172,670.00"
แตงร้าน,216,"197,415.00"
มะเขือเปราะ,208,"192,830.00"
ทุ่งใหญ่,129.8,"49,404.00"
ข้าว,0,0
ข้าวนาปี,0,0
พืชไร่,49.8,"48,004.00"
สับปะรด,49.8,"48,004.00"
พืชผัก,80,"1,400.00"
ข้าวโพดหวาน,20,0
แตงโมเนื้อ,20,0
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),40,"1,400.00"
ปากพนัง,"38,441.67","1,410,570.00"
ข้าว,"36,153.67",0
ข้าวนาปี,"36,153.67",0
พืชผัก,"2,288.00","1,410,570.00"
คะน้า,0,0
แตงกวา,80,"9,000.00"
แตงโมเนื้อ,235,"247,000.00"
ถั่วฝักยาว,6,900
บวบ,4,500
ผักกาดอื่นๆ,0,0
ผักชี,369,"65,300.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),670,"160,900.00"
พริกขี้หนูเม็ดใหญ่,482,"586,650.00"
พริกใหญ่,90,"4,870.00"
ฟัก / แฟง,258,"322,600.00"
ฟักทอง,9,"4,600.00"
มะเขือเปราะ,20,"4,200.00"
มะเขืออื่นๆ,65,"4,050.00"
ไม้ประดับ,0,0
สน,0,0
ร่อนพิบูลย์,"10,485.50","7,626,469.00"
ข้าว,"6,393.00","2,737,500.00"
ข้าวนาปี,"6,393.00","2,737,500.00"
พืชไร่,666,"1,805,270.00"
มันแกว,46,"11,270.00"
มันเทศ,620,"1,794,000.00"
พืชผัก,"3,366.50","3,039,329.00"
ขมิ้น,14,"34,950.00"
ข่า,22.5,"45,500.00"
ข้าวโพดหวาน,929,"830,000.00"
ตะไคร้,104,"104,590.00"
แตงกวา,298,"117,590.00"
แตงร้าน,260,"249,550.00"
แตงโมเนื้อ,275,"533,700.00"
ถั่วฝักยาว,284,"212,300.00"
บวบ,220,"225,340.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),300,"185,700.00"
ฟักทอง,40,"118,310.00"
มะเขือเปราะ,200,"65,635.00"
มะเขือพวง,205,"120,364.00"
มะระจีน,215,"195,800.00"
สมุนไพรและเครื่องเทศ (รต.01),60,"44,370.00"
กระวาน,17,"12,370.00"
ขมิ้นชัน,43,"32,000.00"
สิชล,641,"6,355,267.01"
พืชไร่,240,"646,321.00"
ยาสูบ,240,"646,321.00"
พืชผัก,401,"5,708,946.01"
ข้าวโพดรับประทานฝักสด,7,"5,110.00"
ข้าวโพดหวาน,55,"32,560.00"
แตงกวา,39,"987,801.00"
แตงโมเนื้อ,43,"256,025.00"
ถั่วฝักยาว,31,"773,286.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),196,"3,001,350.01"
มะเขือเปราะ,30,"652,814.00"
ขนอม,"1,510.00","988,280.00"
ข้าว,120,"69,200.00"
ข้าวนาปี,120,"69,200.00"
พืชไร่,87,"48,500.00"
ข้าวโพดเลี้ยงสัตว์,50,"24,500.00"
ยาสูบ,10,0
สับปะรด,27,"24,000.00"
พืชผัก,"1,303.00","870,580.00"
ข้าวโพดรับประทานฝักสด,42,"51,000.00"
ข้าวโพดหวาน,77,"43,000.00"
แคนตาลูป,4,"2,900.00"
แตงกวา,85,"76,000.00"
แตงร้าน,315,"300,000.00"
บวบ,9,"1,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),386,"153,780.00"
ฟักทอง,30,"25,000.00"
มะเขือเปราะ,243,"167,700.00"
เห็ดนางฟ้า,112,"50,200.00"
หัวไทร,"56,605.00","30,059,150.00"
ข้าว,"53,570.75","21,429,800.00"
ข้าวนาปี,"53,570.75","21,429,800.00"
พืชไร่,490,"50,500.00"
ถั่วเขียวผิวมัน,490,"50,500.00"
พืชผัก,"2,544.25","8,578,850.00"
กะหล่ำดอก,66,"36,500.00"
กะหล่ำปลี,233,"283,500.00"
ข้าวโพดหวาน,12,0
แตงโมเนื้อ,174,"258,000.00"
ถั่วฝักยาว,111,"45,600.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),25,"6,250.00"
พริกขี้หนูเม็ดใหญ่,"1,596.25","7,627,500.00"
ฟัก / แฟง,71,"11,500.00"
ฟักทอง,256,"310,000.00"
บางขัน,"1,455.00","330,948.00"
พืชไร่,474,"108,341.00"
พืชไร่อื่นๆ,474,"108,341.00"
พืชผัก,981,"222,607.00"
ข้าวโพดรับประทานฝักสด,398,"101,130.00"
ผักอื่นๆ,583,"121,477.00"
ถ้ำพรรณรา,"1,656.00","1,226,080.00"
พืชผัก,"1,656.00","1,226,080.00"
ข้าวโพดหวาน,327,"257,880.00"
แตงกวา,244,"189,400.00"
แตงโมเนื้อ,15,"15,000.00"
ถั่วฝักยาว,208,"130,500.00"
บวบ,8,"7,000.00"
ผักบุ้งจีน,306,"250,300.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),252,"169,000.00"
มะเขือเปราะ,296,"207,000.00"
จุฬาภรณ์,"9,868.25","4,381,013.00"
ข้าว,"9,606.50","4,322,922.00"
ข้าวนาปี,"9,606.50","4,322,922.00"
พืชไร่,6,0
ถั่วดาวอินคา,6,0
พืชผัก,255.75,"58,091.00"
แตงกวา,48,"11,430.00"
แตงโมเนื้อ,4,"4,000.00"
ถั่วฝักยาว,40.75,"7,591.00"
ผักกวางตุ้ง,5,500
ผักกาดอื่นๆ,4,400
ผักบุ้งจีน,5,500
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),52,"11,195.00"
พริกขี้หนูเม็ดใหญ่,55,"13,830.00"
มะเขือเปราะ,42,"8,645.00"
พระพรหม,"4,196.00","1,800,060.00"
ข้าว,"3,561.00","1,554,400.00"
ข้าวนาปี,"3,561.00","1,554,400.00"
พืชไร่,489,"132,500.00"
มันเทศ,489,"132,500.00"
พืชผัก,146,"113,160.00"
แตงกวา,15,"50,000.00"
แตงโมเนื้อ,10,"50,000.00"
ถั่วฝักยาว,10,50
ผักกาดขาวปลี,3,"2,500.00"
ผักบุ้งน้ำ,75,"8,800.00"
พริกขี้หนูเม็ดใหญ่,18,810
มะเขืออื่นๆ,15,"1,000.00"
นบพิตำ,488,"838,300.00"
พืชผัก,488,"838,300.00"
แตงโมเนื้อ,298,"687,500.00"
ผักกาดหัว (หัวไชเท้า),45,"105,000.00"
ผักกาดอื่นๆ,8,"24,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),38,"5,000.00"
พริกขี้หนูเม็ดใหญ่,82,"14,300.00"
ฟัก / แฟง,17,"2,500.00"
ช้างกลาง,"1,269.00","113,640.00"
พืชไร่,670,"15,365.00"
มันเทศ,600,"12,000.00"
สับปะรด,70,"3,365.00"
พืชผัก,599,"98,275.00"
ชะอม,75,"5,785.00"
แตงกวา,60,"4,330.00"
แตงโมเนื้อ,60,"30,000.00"
ถั่วฝักยาว,109,"12,295.00"
ผักหวาน,140,"9,150.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),45,"4,700.00"
มะเขือเปราะ,89,"11,705.00"
เห็ดนางฟ้า,21,"20,310.00"
เฉลิมพระเกียรติ,"21,950.00","1,531,980.00"
ข้าว,"19,895.00","165,800.00"
ข้าวนาปี,"19,895.00","165,800.00"
พืชไร่,93,"36,000.00"
ถั่วเขียวผิวมัน,15,"4,500.00"
หญ้าเลี้ยงสัตว์,78,"31,500.00"
พืชผัก,"1,532.00","1,158,180.00"
ข้าวโพดรับประทานฝักสด,15,"7,300.00"
แตงกวา,143,"67,680.00"
แตงโมเนื้อ,92,"107,000.00"
ถั่วฝักยาว,20,"11,600.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),690,"627,750.00"
ฟัก / แฟง,485,"263,500.00"
ฟักทอง,44,"50,500.00"
มะเขือเปราะ,43,"22,850.00"
สมุนไพรและเครื่องเทศ (รต.01),430,"172,000.00"
บัวบก,430,"172,000.00"
นครสวรรค์,"4,262,058.96","8,037,162,820.89"
เมืองนครสวรรค์,"192,606.00","466,262,378.00"
ข้าว,"143,999.25","88,702,297.00"
ข้าวนาปี,"118,009.25","73,667,397.00"
ข้าวนาปรัง,"25,990.00","15,034,900.00"
พืชไร่,"39,947.00","367,896,973.00"
ข้าวโพดเลี้ยงสัตว์,"10,270.00","5,849,780.00"
งาแดง,868,"79,915.00"
อ้อยโรงงาน,"23,313.00","344,914,300.00"
หญ้าเลี้ยงสัตว์,80,"54,900.00"
มันสำปะหลังโรงงาน,"5,416.00","16,998,078.00"
พืชผัก,"7,123.00","9,513,707.00"
กระชาย,150,"113,100.00"
กะเพรา,302,"234,894.00"
ข่า,26,0
ข้าวโพดฝักอ่อน,152,"36,010.00"
ข้าวโพดรับประทานฝักสด,"1,025.00","994,725.00"
ข้าวโพดหวาน,655,"692,015.00"
คะน้า,36,"21,196.00"
ชะอม,128,"16,075.00"
ตะไคร้,14,0
แตงกวา,60,"46,400.00"
แตงไทย,55,"20,898.00"
แตงโมเนื้อ,126,"290,310.00"
ถั่วฝักยาว,330,"895,027.00"
บวบ,8,"4,938.00"
ผักกวางตุ้ง,123,"77,309.00"
ผักกาดหอม,265,"119,532.00"
ผักชีฝรั่ง,"2,193.00","2,466,214.00"
ผักบุ้งจีน,100,"72,640.00"
ผักบุ้งน้ำ,125,"61,640.00"
พริกขี้หนูเม็ดใหญ่,478,"1,863,757.00"
ฟักทอง,67,"101,800.00"
มะเขือเปราะ,393,"1,097,099.00"
มะเขือยาว,24,"16,995.00"
มะระจีน,76,"40,727.00"
โหระพา,212,"230,406.00"
ไม้ดอก,"1,536.75","149,401.00"
จำปี-จำปา,47,"3,238.00"
ดาวเรือง,28,"9,200.00"
ดอกพุด,45,"1,800.00"
มะลิ (ไม้เด็ดดอก),"1,223.25","115,528.00"
ดอกรัก,174,"19,129.00"
ไม้เด็ดดอกอื่น ๆ,19.5,506
โกรกพระ,"119,077.77","188,795,708.00"
ข้าว,"97,324.52","62,652,028.00"
ข้าวนาปี,"72,726.02","46,233,428.00"
ข้าวนาปรัง,"24,598.50","16,418,600.00"
พืชไร่,"20,288.25","123,503,460.00"
ข้าวโพดเลี้ยงสัตว์,"5,416.00","5,217,300.00"
ถั่วเขียวผิวมัน,117,"109,360.00"
ถั่วลิสง,0,"2,300.00"
อ้อยโรงงาน,"13,655.00","116,320,000.00"
มันสำปะหลังบริโภคสด,60,"70,000.00"
มันสำปะหลังโรงงาน,"1,040.25","1,784,500.00"
พืชผัก,"1,456.00","2,640,220.00"
ข้าวโพดหวาน,"1,104.00","2,512,000.00"
แตงโมเนื้อ,122,0
ถั่วพู,8,20
พริกขี้หนูเม็ดใหญ่,67,"32,000.00"
มะเขือเปราะ,15,"2,200.00"
มะเขืออื่นๆ,50,"75,000.00"
ผักอื่นๆ,90,"19,000.00"
ไม้ดอก,9,0
กล้วยไม้ (ไม้ดอกกระถาง),9,0
